category,fsq_id,name,latitude,longitude,address,PC6
Auction House,2fc06d5effb14f7d92e9a46e,Veiling Bloemen Online,52.0392,4.235123,,2544NG
Retail,528f3d9611d2905981d9b22f,070 Outlet Store,52.038549,4.240766,,2544NL
Sporting Goods Retail,4f2534e2e4b0d10db1404938,Ooms Sport De Uithof,52.03837,4.239861,Jaap Edenweg 10,2544NL
Retail,100ca3592b5d44c583347c72,Ooms Retail Groep B.V.,52.038812,4.241207,Jaap Edenweg 10,2544NL
Retail,b7036ffa23ed4887810c9085,Damara Kids,52.029745,4.245542,Abdis Eustachiastraat 15,2544NH
Grocery Store / Supermarket,9229d3a1741d4d2d8d4d8c6a,VIA Foodstore Verkoopkantoor,52.043163,4.243567,De Werf 15,2544EH
Hardware Store,4ddf9ca3d164da4f23311582,Bouwmaat De Werf,52.045325,4.248174,De werf,2544EH
Car Dealership,38aba6b75cc840cc4cf047b9,Black Bull Bedrijfsvoertuigen B.V.,52.045768,4.248825,De Werf 9,2544EH
Hardware Store,3fa2d85527574b8a08654d37,Bouwmaat in Den Haag,52.045269,4.248136,De Werf 9,2544EH
Retail,208c41fd22a5473e08bf5381,Star-Win Lighting And Building B.V.,52.044949,4.248005,De Werf 11,2544EH
Retail,3cc0563a2f474c722a1f56b5,BenSE-groep B.V.,52.045802,4.245891,Koperwerf 28,2544EC
Retail,e5196fd78d2741ecf1bffdf3,Glashandel Blom B.V.,52.045039,4.244761,Zinkwerf 55,2544EC
Home Appliance Store,03cbf623b38e458e8cff353e,Somarya,52.039657,4.250307,Randveen 60/U,2544RZ
Clothing Store,4cda9f2e9ff74e282f684b96,Sleep Time,52.040786,4.249772,Rietveen 4,2544RT
Bicycle Store,c1f9574bdcb541220b2da19e,Global Classics,52.040998,4.248091,Meppelweg 1468,2544CT
Automotive Retail,4f9bc62fe4b065054bc0179a,Olsthoorn bedrijfsvoertuigen. Mitsubishi Fuso TRUCKS,52.046202,4.247642,"Zichtenburg, Zinkwerf 14, 2544 Escamp",2544EE
Retail,3cf091a79dfc4b1221a022b7,VBT Groep BV,52.045599,4.250101,IJzerwerf 20,2544ES
Hardware Store,8721a4453e6f472edbde34e6,Mastermate,52.045557,4.250159,IJzerwerf 22,2544ES
Retail,abbe4886fdf84020be71ebc5,Procom Vijf BV,52.045375,4.250644,IJzerwerf 26,2544ES
Retail,ed4b4df13ef84a21a1f9db50,Houten Enveloppenkist,52.045347,4.250799,Merellaan 134,2544ES
Gift Store,eaf26a6fd31e406d1262874a,Koffertje&co,52.045292,4.250761,IJzerwerf 30,2544ES
Retail,cbfc88292c0546519ae103c8,Back Quality Europe (B.Q.E.) B.V.,52.044789,4.251809,IJzerwerf 46,2544ES
Car Dealership,33b2b23ae366405842bd8d9d,Lowland Cars,52.045974,4.250618,De Werf 10,2544EK
Print Store,359c84adc9a24a8e11716a1c,Just Inkt,52.045304,4.251552,IJzerwerf 38,2544EM
Office Supply Store,c78c00d1e4e54ed2ed68d66f,1NKT.nl,52.04504,4.251459,IJzerwerf 38,2544EM
Grocery Store / Supermarket,4cd3f3a9ecc3a09389fe9c93,Sligro Den Haag Zichtenburglaan,52.047797,4.250036,Zichtenburglaan 1,2544EA
Hardware Store,4f0418ff8b81d71b4c2bf5ce,Wilbrink Molenaar verf techniek,52.046905,4.250819,,2544EA
Print Store,dc970b0d33b84f6ba5f04972,Drukkerij Jobbe B.V.,52.047449,4.250407,Aartsdijkweg 95 Maasdijk Zuid-Holland,2544EA
Retail,0c24d4221992459b3e34b876,B.V. Ru'58,52.047226,4.250603,Zichtenburglaan 15,2544EA
Retail,c29e5d5952764d4c7f46f0cb,Simonis Verf BV,52.047086,4.251029,Zichtenburglaan 21,2544EA
Print Store,6baf206308e04bb03cad6aac,Het Haags Printhuis,52.046067,4.252682,Zichtenburglaan 31,2544EA
Vintage and Thrift Store,3e9db59189e54513848d7f78,Op Is Op Den Haag,52.046123,4.25272,Zichtenburglaan 31/A,2544EA
Hardware Store,212851b8239245b39239f263,Touchfix,52.046151,4.252565,Zichtenburglaan 31,2544EA
Automotive Repair Shop,4e01e05ac65b896d116ebf73,Autobedrijf Houtwijk,52.047726,4.250944,Zichtenburglaan 82,2544EB
Car Dealership,4e01e05ac65b896d116ebf73,Autobedrijf Houtwijk,52.047726,4.250944,Zichtenburglaan 82,2544EB
Furniture and Home Store,4ebbc5157ee5cb25a59b9a4b,I-Kook,52.048409,4.250106,Zichtenburglaan 16,2544EB
Liquor Store,0a1ae21f17624167588f56fa,Weterings Wijnen,52.047991,4.25069,Zichtenburglaan 52,2544EB
Retail,5bf4448c6a1a4516fb32e736,Sophia Keukens B.V.,52.047614,4.251216,Zichtenburglaan 150,2544EB
Flower Store,b29a010851c9416b883c6ec0,Belle Fleurria,52.048435,4.251341,Zichtenburglaan 64,2544EB
Retail,e3eac284b2fc448a9ed4b8f0,Groen Clean Produkten,52.046977,4.249911,Koperwerf 16,2544EN
Automotive Retail,4ee347332c5b5fc6cb3857b7,Ben Kaya Bandeservice,52.049185,4.25168,"Kerketuinen, Mangaanstraat 34, 2544 Den Haag",2544DW
Print Store,cbc3c62a19214a3649fac040,Matveld BV Drukkerij,52.049073,4.252299,Mangaanstraat 34/36,2544DW
Car Parts and Accessories,edf893f21de74d2b00091a3c,Benkaya Autobanden B.V.,52.048975,4.25232,Mangaanstraat 34-36,2544DW
Food and Beverage Retail,778251edc06344b810bf8b0a,Ideaal Import Export BV,52.037869,4.253957,Hogezijde 65,2543XR
Retail,720051784f58422c3e00cb10,Lillith's Orackle,52.03901,4.254213,,2543CN
Food and Beverage Retail,5d0a374547a34a31fafb9cdf,Openwest,52.040287,4.255781,Beresteinlaan 287,2542JH
Retail,4bf0672a707795213a613e7c,De Leerlooier,52.042087,4.25327,Beresteinlaan 165,2542JD
Home Appliance Store,549cac2064a24559f3081ea5,Lashay,52.043795,4.254697,Zonneoord 104,2544KH
Car Dealership,7646430fcf97408731cfe8b9,Sterling DAR,52.04389,4.255719,Vredeoord 157,2544TT
Automotive Retail,4be823f488ed2d7f9379cb1d,Volkswagen Wittebrug Den Haag,52.048037,4.252861,Kerketuinenweg 36,2544CW
Miscellaneous Store,5491a3bb498ec0f430df140a,medipoint Harting-Bank,52.048195,4.253178,Kerketuinenweg 130,2544CW
Car Dealership,4dccf6c381302fe12f998a2d,Motorhuis,52.047557,4.252221,Kerketuinenweg 70,2544CW
Automotive Repair Shop,51053b7fda534bea57a5e9a0,Wittebrug Autodealer Den Haag,52.048042,4.252813,Kerketuinenweg 36,2544CW
Car Dealership,51053b7fda534bea57a5e9a0,Wittebrug Autodealer Den Haag,52.048042,4.252813,Kerketuinenweg 36,2544CW
Automotive Retail,4df9fb50b0fb0401c7f6d13c,Ahz,52.048902,4.25427,Kerketuinenweg 26,2544CW
Automotive Repair Shop,4d47b0aa6db7236a2460cd97,Suzuki Den Haag,52.048583,4.253791,Kerketuinenweg 28,2544CW
Car Dealership,4d47b0aa6db7236a2460cd97,Suzuki Den Haag,52.048583,4.253791,Kerketuinenweg 28,2544CW
Car Dealership,3d1b0576e45c42c4ce9db647,Niham Personenauto Bv,52.04997,4.255783,Kerketuinenweg 26b,2544CW
Automotive Retail,53f633b5498ea7806773ce13,DAVO Centraal Magazijn voor Peugeot en Citroën,52.049955,4.256381,Kerketuinenweg 20,2544CW
Car Dealership,4bea6a9ca9900f47777c1640,Van Alphen,52.050359,4.256396,Kerketuinenweg 18,2544CW
Car Dealership,f40a94bb62b84d4c7a7bae63,Thg Kerketuinen Bv,52.050372,4.256492,Kerketuinenweg 18,2544CW
Hardware Store,4cfe368cd8468cfa7f9e046c,Mastermate,52.051513,4.257904,,2544CW
Automotive Retail,4e09aac914959022c8a4afa9,Holland Cars,52.051925,4.259293,Kerketuinenweg 4,2544CW
Automotive Repair Shop,4c8dbfd3daa937042adb46b1,Toyota Louwman Den Haag BV,52.050567,4.256799,Kerketuinenweg 16,2544CW
Car Dealership,4c8dbfd3daa937042adb46b1,Toyota Louwman Den Haag BV,52.050567,4.256799,Kerketuinenweg 16,2544CW
Print Store,e72d56e213f34f758b9fc408,Obt BV,52.051524,4.258235,Kerketuinenweg 8,2544CW
Car Dealership,0e8ce972f10a48357c9fb8fa,GIVA Den Haag BV,52.050622,4.256837,Kerketuinenweg 16,2544CW
Sporting Goods Retail,5a2e7fe6f427de1473de9e88,Demelinne Hockey,52.047996,4.255304,,2544EL
Construction Supplies Store,0bdfea28eb684d7916fa9991,Bouwmaat Den Haag,52.047565,4.255097,Zilverstraat 126,2544EL
Car Dealership,f1e147db7e3345d74d102f8c,Freddy 4 All About Cars,52.047996,4.255304,Zilverstraat 114,2544EL
Automotive Retail,4efc55859911cd89d0c9eae5,Procustoms,52.04923,4.257278,Zilverstraat,2544EL
Automotive Retail,4d3178595017a0930d823f9b,Kia Motors Dealer,52.049195,4.253861,Kerketuinen,2544CZ
Hardware Store,4e1b0447fa7652e581d7bd53,Haaglanden Rubber BV,52.049056,4.253593,Kerketuinenweg 67,2544CZ
Car Dealership,e33e9858ddad4ad9001fd4d4,Tieleman & Talen VOF,52.049292,4.253841,Kobaltstraat 8,2544CZ
Retail,484504380c4c4038cf95b92d,Speelplaatstegels.Nl,52.049098,4.253534,Kerketuinenweg 67,2544CZ
Vintage and Thrift Store,4bc049f874a9a59342e0cff6,Kringloop Holland Winkel,52.049421,4.2545,Kerketuinenweg,2544CV
Vintage and Thrift Store,517bcbe9498e199d3af5a22b,Schroeder Kringloop Holland,52.051248,4.257003,Kerketuinenweg,2544CV
Automotive Repair Shop,4d8cb0121d06b1f7a0a01e3b,Autobedrijf Roberts B.V.,52.052066,4.258171,Kerketuinenweg 15,2544CV
Car Dealership,4d8cb0121d06b1f7a0a01e3b,Autobedrijf Roberts B.V.,52.052066,4.258171,Kerketuinenweg 15,2544CV
Food and Beverage Retail,4d0f66f859606dcb8d606e3e,Menken Orlando BV,52.05104,4.2566,Kerketuinenweg 35,2544CV
Retail,0548901a88b24f4d57b6ba6d,Foodlink B.V.,52.051012,4.256407,Kerketuinenweg 35,2544CV
Retail,4bea82df9fa3ef3b8d2380c9,Avonturia De Vogelkelder,52.052621,4.258898,Kerketuinenweg 3,2544CV
Print Store,4ddb7933c65b7845ebf3b947,De Swart BV,52.049837,4.252734,Kobaltstraat 27,2544ET
Automotive Retail,5d510c9ee3f67200086d1682,Bosch Car Service,52.050293,4.255057,Chroomstraat 6,2544EX
Car Parts and Accessories,b104b066e4754acdb33a03de,Tieleman & Talen handelend onder de naam A&P Autoservice,52.049446,4.253511,Kobaltstraat 8,2544EV
Advertising Agency,52b19fe2498e00acc52b58db,Schneiders Printservice,52.050654,4.254597,Chroomstraat 15,2544EZ
Print Store,52b19fe2498e00acc52b58db,Schneiders Printservice,52.050654,4.254597,Chroomstraat 15,2544EZ
Miscellaneous Store,4d1c881c09546dcbf3dcd238,Winkels,52.050875,4.255444,,2544EZ
Print Store,fd01fd513f7f4f6ce29aa768,Belko Zeefdruk BV,52.049786,4.257657,Zilverstraat 66/68,2544EZ
Retail,f7896278803b45276cb8c4ce,Glow Specialist,52.049758,4.257465,Platinaweg 2,2544EZ
Automotive Repair Shop,fedf2bfaaf1d4fe4768220d4,Henny's Autoservice,52.052029,4.255797,Goudlaan 83,2544EG
Car Dealership,fedf2bfaaf1d4fe4768220d4,Henny's Autoservice,52.052029,4.255797,Goudlaan 83,2544EG
Retail,fff0d5837e4b447427eae8e4,Motorhuis Den Haag Goudlaan,52.051873,4.257517,Goudlaan 4,2544EG
Food and Beverage Retail,0a98946194234e091b45c69d,E & G Catering,52.052835,4.256174,Goudlaan 31,2544EG
Furniture and Home Store,5a3297abe6e04d30f1a7cfb2,Concurrent Meubelstoffeerderij De,52.030224,4.256652,Erasmusweg 2291,2542PR
Food and Beverage Retail,aebb3bc6476045713fdc828b,Taows,52.031638,4.259183,Riddersdreef 235,2542XV
Food and Beverage Retail,322dcde9a23540c8e010e313,Biologische Catering Pera,52.032807,4.259285,De Dreef 131,2542ND
Grocery Store / Supermarket,df7df8b9cbed492bf17de030,Eten is natuurlijk,52.035151,4.256363,Melis Stokezijde 234,2543GP
Clothing Store,89a172e79498474e1f50e1f1,Tradera Enterprise,52.035151,4.256363,Melis Stokezijde 240,2543GP
Print Store,427c6c14c289434b0a78b33b,D.a.b. Drukwerk Advies Buro,52.035444,4.255954,Melis Stokezijde 227,2543GN
Grocery Store / Supermarket,4dab15c2cda1652a2b9af9b7,Deniz Supermarkt,52.039644,4.256908,Beresteinlaan 465,2542JL
Drugstore,4dec7fd5922ec86a548c484a,Apotheek Berestein,52.039952,4.256248,Beresteinlaan 395,2542JK
Retail,e83110a2b5854bbf7127716f,Anita's Wol,52.039947,4.258333,Winkelstede 124,2543BT
Furniture and Home Store,f549958245b64e5822396271,Kraay Interieurlook,52.04013,4.257501,Winkelstede 189,2543BN
Tobacco Store,24fcd93f9c0548073bbb3f06,Tabakshop Winkelstede,52.040199,4.257635,Winkelstede 171,2543BN
Grocery Store / Supermarket,7a5aec618db34c24efe6ef59,Ceyhan Lar,52.039755,4.256984,Beresteinlaan 465,2542JM
Drugstore,546c8b0b498e6272a275079b,Apotheek Bouwlust,52.042009,4.257305,Zonneoord 288 A,2544KM
Retail,4ddab9bcc65bee535b003d37,Huisartsenpraktijk Zonneoord,52.042121,4.257033,Zonneoord 288 H,2544KM
Grocery Store / Supermarket,5220bfa111d2113dce68eab8,Marjane Mobarik,52.040842,4.256508,,2544GT
Flower Store,e805fd9721d6430bbbf51603,Shanaja,52.040828,4.256412,Hengelolaan 1150/C,2544GT
Grocery Store / Supermarket,568a4f56498e219356416628,Groszek XL BV,52.040702,4.256587,Beresteinlaan 2,2544GS
Car Dealership,4e48ca36672342ec06cc7595,Himas Auto Export,52.041688,4.257869,Hengelolaan 1024,2544GM
Grocery Store / Supermarket,4d2afcb28e102c0f9c43d16e,Lidl,52.044091,4.259597,De Stede 23,2544VE
Fish Market,520647ae11d2fe447e993fd3,De complete vishandel,52.043924,4.25983,De Stede 21,2544VE
Food and Beverage Retail,c769379e5c134492293f13f8,Fastfood Bezorging,52.044329,4.25915,Eekhoornrade 144,2544VE
Grocery Store / Supermarket,4b9b8ba1f964a520610e36e3,Jumbo,52.043645,4.259988,De Stede 21,2544VE
Shopping Mall,590d9cdfb3d8e26879d8a9c0,winkelcentrum De Stede,52.043989,4.260097,,2544VE
Clothing Store,4e5e1bf81fc724eac4c0e640,Zeeman Textielsupers,52.043926,4.258788,De Stede 27,2543BG
Bookstore,5ba9e89b60255e002c1a1c13,Primera De Stede,52.043619,4.259101,De Stede 30-31,2543BG
Butcher,4d2846cd888af04d0a29c4af,Halal Slagerij Marakesh,52.043995,4.258922,De Stede 28,2543BG
Drugstore,4d2889c7b818a35d6f19968a,DA Drogisterij Van t Hof,52.043354,4.259355,De Stede,2543BG
Retail,768e2a776c9c4164fb5ba305,Den Haag Stede,52.043995,4.258922,De Stede 27,2543BG
Baby Store,ad44c125c8e14fa081980238,Zeeman in Den Haag,52.043995,4.258922,De Stede 27,2543BG
Grocery Store / Supermarket,bd0e21198c584abc586f12e6,Lidl in Den Haag,52.043966,4.259425,De Stede 23-25,2543BG
Grocery Store / Supermarket,7e6b189e20c147bb3fb0b6be,Stokrotka Den Haag,52.042404,4.261489,De Stede 3,2543BG
Baby Store,67cbe121608c42127aab0d29,Wibra in Den Haag,52.042584,4.261699,De Stede 6,2543BG
Grocery Store / Supermarket,4c0674435753c92854e63af1,Albert Heijn,52.042989,4.261019,De Stede 10,2543BG
Drugstore,52a898fa11d28f1470eaca90,Kruidvat,52.043115,4.260844,De Stede 12,2543BG
Grocery Store / Supermarket,523588e711d2188c5e95dd36,Supermarkt de Stede,52.043198,4.260727,De Stede 16A,2543BG
Antique Store,4deb9608ae60e9892375f7ce,Diversitijd,52.043351,4.261092,,2543BG
Grocery Store / Supermarket,4ad14f028b0b4d0405814dc9,M & R Supermarkt,52.044445,4.256446,Bouwlustlaan 99,2544JP
Grocery Store / Supermarket,2d343a0041eb4df215ce03ae,Pewex,52.044515,4.256233,Bouwlustlaan 97,2544TX
Drugstore,7ef89e0e4b1749871e7ea90b,Apotheek Bouwlust,52.046862,4.258618,Wezelrade 186,2544XE
Cosmetics Store,4e8bfc10b8f7a1fe8dca60fa,Thermopreen,52.050466,4.258557,Zilverstraat 31,2544EJ
Car Parts and Accessories,57b320b584b643c09f19118e,ASD The Car Hifi Specialist,52.04998,4.257964,Zilverstraat 39,2544EJ
Shopping Mall,5180385c498e448ef7a40602,Centro Oberhausen,52.032274,4.261183,,2542NL
Food and Beverage Retail,963589425e8b494ea7288546,L'Ambiance Buffet,52.031689,4.261306,Schoutendreef 330,2542LV
Grocery Store / Supermarket,10662debb53e419c81db7055,Supermarkt Hogeveld,52.032678,4.261198,Pachtersdreef 184,2542XN
Food and Beverage Retail,f79d1afc63e64ba8c999432e,Ay Global Green BV,52.033454,4.262771,Pachtersdreef 100,2542XK
Retail,47d94ace05d248d2593fae83,Eurovloeren,52.035052,4.263428,Rijndijk 2 G Hazerswoude-Rijndijk Zuid-Holland,2542JX
Clothing Store,cbbef26e4a0947adf8780a91,Jabbar Trading,52.036681,4.263235,Wolweversgaarde 839,2542BH
Flower Store,5e9abe9d09b142731de6e99a,El Fathi Installatietechniek,52.03961,4.26019,Woonstede 27,2543VM
Home Appliance Store,64bc25f6fd504931d8acf07f,Azghay Mohamed,52.03954,4.260056,Woonstede 33,2543VM
Grocery Store / Supermarket,510a4b56e4b0ee1343ad7df7,Aldi,52.041219,4.262333,Langestede 4-6,2543TS
Wine Store,4dce7ed145ddbe15f8899a0f,Gall & Gall,52.04093,4.261005,De Stede 35,2543TG
Car Dealership,5c45ab5e170848e56b9d4f37,Car Fit-First,52.041647,4.26393,Vrederustlaan 73,2543SL
Department Store,4dff579118a8d4e888af47c3,Wibra De Stede,52.042738,4.261369,De stede,2543BA
Retail,11079499aacd4b35dd7cc1df,Opvang De Droomtuin,52.043638,4.263463,Het Zicht 5,2543AJ
Food and Beverage Retail,1953e095d4024cdc098651a0,Wahida Catering,52.046132,4.261947,Hertenrade 213,2544HG
Hardware Store,4cca9507b7d9a1435591fd36,Bouwmaat Zichtenburg,52.047271,4.261459,,2544MJ
Health and Medicine,4cd10d867561236a04bc2ff3,FysiOK,52.047525,4.261159,Wezelrade 192-194/ Europaweg 151,2544MJ
Drugstore,4cd10d867561236a04bc2ff3,FysiOK,52.047525,4.261159,Wezelrade 192-194/ Europaweg 151,2544MJ
Car Dealership,e899f48af8024f53aafae07b,BR Auto Import & Export,52.048111,4.259994,Wezelrade 27,2544VV
Retail,e1cd6a4be313479c279b6cdd,Heijmans Metaalbewerking,52.050991,4.260134,Zilverstraat 22,2544ER
Retail,806d81d1e65345a0f2eeb131,AHZ/Hagaziekenhuis LE,52.0557,4.263959,Leyweg 275,2545AV
Eyecare Store,4f991d56e4b0eee8ce42c03b,Oculenti Haga,52.056324,4.264821,,2545AV
Retail,415f2538ff8d42cad42103ee,Spoed Apotheek Samenwerkende Apotheken Leyweg B.V.,52.055727,4.264152,Leyweg 275,2545AV
Retail,602ee836c2834af656ce9978,Samenwerkende Apotheken Regio Den Haag B.V.,52.055727,4.264152,Charlotte Jacobslaan 10,2545AV
Convenience Store,6006e858f1b7397aa474e9e6,Spar city Leyenburg,52.05673,4.263445,Els borst-eilersplein 292,2545AA
Eyecare Store,5ba545f6c21cb1002c27fe18,Oculenti Contactlenspraktijk Hagaziekenhuis loc Leyenburg,52.05652,4.264343,Els Borst-Eilersplein 275,2545AA
Shopping Mall,5456bd28498eefcc84bacd8d,Beril Butik,52.033697,4.265895,Hobbemastraat,2542JV
Shoe Store,5aea240412f0a9002cd41530,Ayakbasi,52.033032,4.264745,,2542LN
Mattress Store,5aeb6f223ba767002c60d75e,Yatak Magzasi,52.032976,4.264707,,2542LN
Shopping Mall,5aea2922ca18ea002cdf39fc,Forum Bornova,52.032893,4.264476,,2542LN
Vintage and Thrift Store,5ae8da1de4c459002c7fac93,Ikinci El,52.03452,4.26455,,2542XH
Car Dealership,6bc7950880ae4ab5ab087a59,Pasa Cars,52.034307,4.267008,Bierbrouwersgaarde 22,2542HN
Department Store,518a684b498e875d309566ed,Action,52.035644,4.266876,Ambachtsgaarde 6,2542CV
Discount Store,518a684b498e875d309566ed,Action,52.035644,4.266876,Ambachtsgaarde 6,2542CV
Tobacco Store,664a0d6660f1491c087779fa,Sigarenmag Adriana,52.035504,4.266955,Ambachtsgaarde 12,2542CV
Grocery Store / Supermarket,4d7ce9f15a396dcb14e07dfb,Albert Heijn,52.034825,4.265708,Ambachtsgaarde 162,2542EJ
Liquor Store,4f244ac6e4b0b653a36c0d96,D & D Slijterij,52.034908,4.265939,Ambachtsgaarde 118,2542EJ
Shopping Mall,5a88241731fd140cc5915ddd,Winkelcentrum Ambachtsgaarde,52.035226,4.265692,Ambachtsgaarde,2542EJ
Drugstore,51e8dd18498ee964305a8bce,Kruidvat,52.035104,4.265203,Ambachtsgaarde 182,2542EZ
Tobacco Store,4c334f88ed37a593c01a6d03,Primera,52.034969,4.267216,,2542HH
Fruit and Vegetable Store,39fb7158ced1459047e590c1,Borsboom Groente en Fruit,52.035171,4.26638,Ambachtsgaarde 80,2542EH
Grocery Store / Supermarket,b30af203372a44cdda4264f2,Pewex,52.035271,4.2672,Ambachtsgaarde 20,2542EE
Vintage and Thrift Store,2e6953fb7b7f4b9971f47d11,Eurotje Kringloopwinkel,52.035295,4.267247,Ambachtsgaarde 20,2542EE
Bicycle Store,fbaa937cc8354b5177b74d3a,Fietsparadijs,52.035156,4.267326,Ambachtsgaarde 22,2542EE
Food and Beverage Retail,f6c9b3a582a1440772013887,Welcom Horeca,52.03492,4.26673,Wantsnijdersgaarde 493,2542GL
Retail,d062361d61e14d28bba5c253,Mandala Beauty,52.035003,4.266961,Wantsnijdersgaarde 461,2542GL
Bookstore,763587750da14ab9f9d38060,Bruna,52.036421,4.267755,De Gaarde 466,2542CP
Children's Clothing Store,41b97f1e5f2046bb87569f57,Kids Ecowear,52.03514,4.267925,Wantsnijdersgaarde 202,2542HE
Shoe Store,4f7cfc14c7ed4a1f424237b1,Taptik Verkeersschool Turbo M A C,52.037637,4.265019,Wolweversgaarde 683,2542BE
